Song,Split,Start,End,Duration,Words,Lyric
Alexander Ross - Goodbye Bolero,Train,379.0,385.0,6.0,1,-
Alexander Ross - Goodbye Bolero,Train,385.0,395.0,10.0,1,-
Alexander Ross - Goodbye Bolero,Train,395.0,406.0,11.0,1,-
Alexander Ross - Goodbye Bolero,Train,406.0,411.0,5.0,1,-
Clara Berry And Wooldog - Air Traffic,Train,0.0,10.0,10.0,1,-
Clara Berry And Wooldog - Air Traffic,Train,10.0,16.0,6.0,1,-
Clara Berry And Wooldog - Air Traffic,Train,15.0,22.0,7.0,11,air traffic control i'm coming down just waiting on your word
Clara Berry And Wooldog - Air Traffic,Train,22.0,30.0,8.0,16,flying round and round this may not be the best dining but the heavens are full
Clara Berry And Wooldog - Air Traffic,Train,30.0,40.0,10.0,27,and i need to ground air traffic control if you were in my place if you could feel my wings you you'd do it far from grace
Clara Berry And Wooldog - Air Traffic,Train,40.0,50.0,10.0,15,blessings and i i'm coming down the heavens are full and i need to ground
Clara Berry And Wooldog - Air Traffic,Train,50.0,58.0,8.0,2,uh uh
Clara Berry And Wooldog - Air Traffic,Train,58.0,67.0,9.0,2,uh uh
Clara Berry And Wooldog - Air Traffic,Train,67.0,78.0,11.0,19,take off your oxygen masks and your life jackets please there be only pain if you survive the seas
Clara Berry And Wooldog - Air Traffic,Train,78.0,88.0,10.0,10,kiss your neighbor good bye let go of your seats
Clara Berry And Wooldog - Air Traffic,Train,88.0,97.0,9.0,5,let go of your seats
Clara Berry And Wooldog - Air Traffic,Train,97.0,107.0,10.0,12,and deep promises fast words that you sear come tumbling down from
Clara Berry And Wooldog - Air Traffic,Train,106.0,113.0,7.0,14,front beams over here limbs broken in scard hearts opened in mart to find
Clara Berry And Wooldog - Air Traffic,Train,112.0,120.0,8.0,13,to find who we are to dismember our bones and take us apart
Clara Berry And Wooldog - Air Traffic,Train,120.0,128.0,8.0,6,take us apart take us apart
Clara Berry And Wooldog - Air Traffic,Train,128.0,134.0,6.0,3,take us apart
Clara Berry And Wooldog - Air Traffic,Train,134.0,142.0,8.0,5,let go of your seats
Clara Berry And Wooldog - Air Traffic,Train,142.0,152.0,10.0,5,let go of your seats
Clara Berry And Wooldog - Air Traffic,Train,152.0,158.0,6.0,7,air traffic control i'm coming down the
Clara Berry And Wooldog - Air Traffic,Train,157.0,166.0,9.0,9,the heavens are full and i need to ground
Clara Berry And Wooldog - Air Traffic,Train,166.0,172.0,6.0,1,-
Music Delta - Country1,Train,0.0,5.0,5.0,6,it was another lonely night spent
Music Delta - Country1,Train,4.0,14.0,10.0,15,spent following the moon's guardian light looking for something or someone to occupy my time
Music Delta - Country1,Train,14.0,18.0,4.0,1,-
Music Delta - Country1,Train,18.0,22.0,4.0,7,and though you didn't want to believe
Music Delta - Country1,Train,22.0,31.0,9.0,24,i swore it someday i'd convince you to leave guess i'm a man of my word despite what you might have heard about me
St Vitus - Word Gets Around,Train,0.0,8.0,8.0,1,-
St Vitus - Word Gets Around,Train,8.0,14.0,6.0,1,-
St Vitus - Word Gets Around,Train,14.0,19.0,5.0,7,last time i passed through this place
St Vitus - Word Gets Around,Train,19.0,25.0,6.0,6,i heard you were in town
St Vitus - Word Gets Around,Train,25.0,32.0,7.0,5,i'll keep pretty quiet now
St Vitus - Word Gets Around,Train,32.0,37.0,5.0,4,word still gets around
St Vitus - Word Gets Around,Train,37.0,43.0,6.0,3,word gets around
St Vitus - Word Gets Around,Train,43.0,48.0,5.0,7,they say you crossed the line again
St Vitus - Word Gets Around,Train,48.0,55.0,7.0,6,the facet in the whole world
St Vitus - Word Gets Around,Train,54.0,60.0,6.0,7,won't doubt the difference from the trees
St Vitus - Word Gets Around,Train,60.0,66.0,6.0,4,even if it could
St Vitus - Word Gets Around,Train,66.0,73.0,7.0,3,word gets around
St Vitus - Word Gets Around,Train,73.0,82.0,9.0,3,word gets around
St Vitus - Word Gets Around,Train,90.0,96.0,6.0,9,they shoot so many of this sky mirror crew
St Vitus - Word Gets Around,Train,96.0,104.0,8.0,8,down bloody tales with the wounds on view
St Vitus - Word Gets Around,Train,104.0,110.0,6.0,3,word gets around
St Vitus - Word Gets Around,Train,110.0,121.0,11.0,3,word gets around
St Vitus - Word Gets Around,Train,121.0,127.0,6.0,1,-
St Vitus - Word Gets Around,Train,127.0,131.0,4.0,5,the final act is silence
St Vitus - Word Gets Around,Train,131.0,138.0,7.0,5,all shadow play and may
St Vitus - Word Gets Around,Train,138.0,149.0,11.0,10,nobody can remember when they got this much summer time
St Vitus - Word Gets Around,Train,150.0,156.0,6.0,3,word gets around
St Vitus - Word Gets Around,Train,156.0,165.0,9.0,9,here and there the lost and found ma is
St Vitus - Word Gets Around,Train,174.0,180.0,6.0,7,and truth be told i'm acting strange
St Vitus - Word Gets Around,Train,180.0,187.0,7.0,7,i'm waiting till you're all in brange
St Vitus - Word Gets Around,Train,187.0,193.0,6.0,3,word gets around
St Vitus - Word Gets Around,Train,192.0,199.0,7.0,3,word gets around
St Vitus - Word Gets Around,Train,199.0,204.0,5.0,1,-
St Vitus - Word Gets Around,Train,204.0,210.0,6.0,7,last time i passed through this place
St Vitus - Word Gets Around,Train,210.0,216.0,6.0,6,i thought i died of shame
St Vitus - Word Gets Around,Train,216.0,222.0,6.0,5,with you i hardly recognize
St Vitus - Word Gets Around,Train,222.0,228.0,6.0,5,myself i know my name
St Vitus - Word Gets Around,Train,228.0,235.0,7.0,3,word gets around
Leaf - Come Around,Train,0.0,10.0,10.0,1,-
Leaf - Come Around,Train,10.0,18.0,8.0,1,-
Leaf - Come Around,Train,18.0,25.0,7.0,1,-
Leaf - Come Around,Train,25.0,34.0,9.0,6,coming oh coming oh you low
Leaf - Come Around,Train,37.0,41.0,4.0,3,come and go
Leaf - Come Around,Train,41.0,50.0,9.0,6,come and go you low profile
Leaf - Come Around,Train,50.0,58.0,8.0,9,for all i know come and go you glow
Leaf - Come Around,Train,58.0,64.0,6.0,10,for only warmth you're having it only you can show
Leaf - Come Around,Train,64.0,69.0,5.0,8,can't you hear danny come around around again
Leaf - Come Around,Train,72.0,79.0,7.0,13,danny come around can't you hear danny come around come around again danny
Leaf - Come Around,Train,78.0,85.0,7.0,8,danny come around come around again i hear
Leaf - Come Around,Train,88.0,95.0,7.0,1,-
Leaf - Come Around,Train,95.0,100.0,5.0,1,-
Leaf - Come Around,Train,121.0,128.0,7.0,7,might be right on right on time
Leaf - Come Around,Train,141.0,147.0,6.0,8,danny come around come around again i hear
Leaf - Come Around,Train,147.0,154.0,7.0,2,i hear
Leaf - Come Around,Train,155.0,163.0,8.0,1,-
Leaf - Come Around,Train,163.0,170.0,7.0,1,huh
Leaf - Come Around,Train,170.0,176.0,6.0,1,huh
Leaf - Come Around,Train,176.0,182.0,6.0,1,huh
Leaf - Come Around,Train,182.0,189.0,7.0,1,huh
Leaf - Come Around,Train,189.0,195.0,6.0,1,huh
Leaf - Come Around,Train,195.0,202.0,7.0,1,huh
Leaf - Come Around,Train,223.0,229.0,6.0,2,i hear
Leaf - Come Around,Train,229.0,240.0,11.0,1,-
Leaf - Come Around,Train,239.0,243.0,4.0,3,come and go
Leaf - Come Around,Train,243.0,254.0,11.0,6,come and go you don't deny
Leaf - Summerghost,Train,0.0,10.0,10.0,1,-
Leaf - Summerghost,Train,10.0,17.0,7.0,1,-
Leaf - Summerghost,Train,17.0,22.0,5.0,4,leave me on high
Leaf - Summerghost,Train,22.0,27.0,5.0,4,high for it feels
Leaf - Summerghost,Train,26.0,36.0,10.0,2,i'm alive
Leaf - Summerghost,Train,36.0,40.0,4.0,1,-
Leaf - Summerghost,Train,40.0,45.0,5.0,6,here seems like always like always
Leaf - Summerghost,Train,45.0,49.0,4.0,5,still my way just keep
Leaf - Summerghost,Train,49.0,59.0,10.0,2,we're alive
Leaf - Summerghost,Train,85.0,91.0,6.0,5,never awaken from this high
Leaf - Summerghost,Train,91.0,95.0,4.0,3,never will i
Leaf - Summerghost,Train,94.0,104.0,10.0,5,never try deep in life
Leaf - Summerghost,Train,104.0,110.0,6.0,1,-
Leaf - Summerghost,Train,110.0,117.0,7.0,3,deep in live
Leaf - Summerghost,Train,117.0,122.0,5.0,1,-
Leaf - Summerghost,Train,122.0,128.0,6.0,3,deep in high
Leaf - Summerghost,Train,128.0,135.0,7.0,1,-
Leaf - Summerghost,Train,135.0,139.0,4.0,1,-
Flags - 54,Train,0.0,10.0,10.0,1,-
Flags - 54,Train,10.0,17.0,7.0,1,-
Flags - 54,Train,17.0,25.0,8.0,1,-
Flags - 54,Train,25.0,31.0,6.0,1,-
Flags - 54,Train,31.0,40.0,9.0,1,-
Flags - 54,Train,40.0,51.0,11.0,1,-
Flags - 54,Train,51.0,58.0,7.0,1,-
Flags - 54,Train,58.0,68.0,10.0,1,-
Flags - 54,Train,68.0,78.0,10.0,21,i'm gonna be straight and narrow for you five generations of your family sit in the back of a pickup truck
Flags - 54,Train,78.0,87.0,9.0,21,let's ride on the tips of wavs waving at everyone you meet i can still feel the sand between my feet
Flags - 54,Train,87.0,97.0,10.0,14,my love's come to me and seem what i've been so blind to see
Flags - 54,Train,97.0,107.0,10.0,13,my love will stand up straight stand up till my back bone breaks
Flags - 54,Train,107.0,113.0,6.0,1,huh
Flags - 54,Train,113.0,119.0,6.0,2,huh whoo
Flags - 54,Train,119.0,125.0,6.0,1,huh
Flags - 54,Train,125.0,131.0,6.0,1,hee
Flags - 54,Train,131.0,140.0,9.0,21,back home my dream is gone waiting paranoid oh so this seems to say you lost your friend to the croupier
Flags - 54,Train,140.0,149.0,9.0,21,you locked my out the room at night mistake a conversation thought you wanted to fight forgotten words for missing lines
Flags - 54,Train,149.0,159.0,10.0,14,my love's come to me and seem what i've been so blind to see
Flags - 54,Train,159.0,170.0,11.0,13,my love will stand up straight stand up till my back bone breaks
Flags - 54,Train,170.0,177.0,7.0,1,-
Flags - 54,Train,177.0,184.0,7.0,1,-
Flags - 54,Train,184.0,191.0,7.0,1,huh
Flags - 54,Train,191.0,197.0,6.0,2,uh whoo
Flags - 54,Train,197.0,203.0,6.0,1,huh
Flags - 54,Train,203.0,211.0,8.0,1,hee
Flags - 54,Train,211.0,220.0,9.0,1,-
Flags - 54,Train,220.0,226.0,6.0,1,-
Flags - 54,Train,226.0,234.0,8.0,1,-
Flags - 54,Train,234.0,241.0,7.0,1,-
Flags - 54,Train,241.0,249.0,8.0,1,-
Flags - 54,Train,249.0,254.0,5.0,1,-
Flags - 54,Train,254.0,265.0,11.0,1,-
Flags - 54,Train,265.0,273.0,8.0,1,-
Flags - 54,Train,273.0,280.0,7.0,1,-
Flags - 54,Train,288.0,295.0,7.0,1,-
Flags - 54,Train,295.0,304.0,9.0,1,-
Flags - 54,Train,304.0,312.0,8.0,1,-
James May - Dont Let Go,Train,0.0,9.0,9.0,1,-
James May - Dont Let Go,Train,9.0,18.0,9.0,1,-
James May - Dont Let Go,Train,18.0,23.0,5.0,8,did i just see something in your eyes
James May - Dont Let Go,Train,22.0,27.0,5.0,6,like a little look of surprise
James May - Dont Let Go,Train,26.0,33.0,7.0,11,was there a start of a smile that's heard its heart
James May - Dont Let Go,Train,33.0,39.0,6.0,11,call the way did you just read something on my face
James May - Dont Let Go,Train,39.0,47.0,8.0,11,in the spirals that i traced by those particles of grace
James May - Dont Let Go,Train,47.0,52.0,5.0,7,passing through the clouds of my soul
James May - Dont Let Go,Train,52.0,61.0,9.0,10,wouldn't i shine like crystal clear like an undistorted mirror
James May - Dont Let Go,Train,61.0,66.0,5.0,4,but i'm broken down
James May - Dont Let Go,Train,66.0,74.0,8.0,8,cracked of fear and i know that's so
James May - Dont Let Go,Train,74.0,80.0,6.0,6,yes i know that's so hard
James May - Dont Let Go,Train,80.0,86.0,6.0,4,for you to see
James May - Dont Let Go,Train,86.0,93.0,7.0,6,don't let go of me now
James May - Dont Let Go,Train,93.0,98.0,5.0,5,take all off my hand
James May - Dont Let Go,Train,97.0,105.0,8.0,8,walk me to some sweet and holy land
James May - Dont Let Go,Train,104.0,112.0,8.0,6,of a rose and with stilia
James May - Dont Let Go,Train,112.0,121.0,9.0,9,appear was it the little things that we said
James May - Dont Let Go,Train,121.0,125.0,4.0,6,or those little ways we hit
James May - Dont Let Go,Train,125.0,133.0,8.0,13,is there a part of the fire that set its flame blown out
James May - Dont Let Go,Train,133.0,142.0,9.0,13,there is a pool beneath his gym what better time to jump in
James May - Dont Let Go,Train,142.0,151.0,9.0,8,to the deep mysterious place beneath our skin
James May - Dont Let Go,Train,151.0,160.0,9.0,1,-
James May - Dont Let Go,Train,160.0,167.0,7.0,1,-
James May - Dont Let Go,Train,167.0,173.0,6.0,1,-
James May - Dont Let Go,Train,173.0,184.0,11.0,1,-
James May - Dont Let Go,Train,184.0,190.0,6.0,5,and i know that's so
James May - Dont Let Go,Train,190.0,196.0,6.0,6,yes i know that's so hard
James May - Dont Let Go,Train,196.0,201.0,5.0,4,for me to see
James May - Dont Let Go,Train,201.0,209.0,8.0,6,don't let go of me now
James May - Dont Let Go,Train,209.0,213.0,4.0,5,keep hold of my hand
James May - Dont Let Go,Train,213.0,220.0,7.0,8,reave me with your long and golden strands
James May - Dont Let Go,Train,220.0,231.0,11.0,5,all the kisses delirias appear
Music Delta - Rockabilly,Train,0.0,11.0,11.0,23,hand on my heart and you're on my mind my baby loves me but my love for you i cannot hide it's true
Music Delta - Rockabilly,Train,11.0,16.0,5.0,5,got a heart for two
Music Delta - Rockabilly,Train,16.0,26.0,10.0,23,it's bad enough when one has got a hold on you but two for two these two have got me singing the blues
Actions - Devil's Words,Train,0.0,10.0,10.0,1,-
Actions - Devil's Words,Train,10.0,21.0,11.0,1,-
Actions - Devil's Words,Train,21.0,32.0,11.0,15,take a look around see the houses we built they are falling down around us
Actions - Devil's Words,Train,32.0,38.0,6.0,11,the brace will slowly crack if we both soon show itself
Actions - Devil's Words,Train,37.0,43.0,6.0,10,i wanna stuff i'm caving in stuff i'm falling down
Actions - Devil's Words,Train,43.0,47.0,4.0,3,we're falling down
Actions - Devil's Words,Train,46.0,53.0,7.0,10,you are the one you make me feel like this
Actions - Devil's Words,Train,52.0,58.0,6.0,7,you are the one screaming you hypocrite
Actions - Devil's Words,Train,57.0,63.0,6.0,10,uh a missing puzzle piece come and fill me in
Actions - Devil's Words,Train,62.0,68.0,6.0,8,uh the devil's words has spoken to me
Actions - Devil's Words,Train,67.0,72.0,5.0,7,the devil's words has spoken to me
Actions - Devil's Words,Train,72.0,78.0,6.0,14,take your time i won't be long where the words are said to you
Actions - Devil's Words,Train,77.0,82.0,5.0,14,i knew i was lying no but it would hurt to tell the truth
Actions - Devil's Words,Train,82.0,87.0,5.0,7,this broken fairytale pages ripped in two
Actions - Devil's Words,Train,87.0,93.0,6.0,9,i wanna stop from caving stuff from falling down
Actions - Devil's Words,Train,92.0,97.0,5.0,3,we're falling down
Actions - Devil's Words,Train,97.0,103.0,6.0,3,we're falling down
Actions - Devil's Words,Train,103.0,109.0,6.0,10,you are the one you make me feel like this
Actions - Devil's Words,Train,108.0,113.0,5.0,7,you are the one screaming you hypocrite
Actions - Devil's Words,Train,112.0,118.0,6.0,9,uh missing puzzle piece come and fill me in
Actions - Devil's Words,Train,118.0,123.0,5.0,8,uh the devil's words has spoken to me
Actions - Devil's Words,Train,123.0,133.0,10.0,7,yeah yeah you are the one oh
Actions - Devil's Words,Train,132.0,143.0,11.0,8,yeah you are the one yeah oh hey
Actions - Devil's Words,Train,142.0,149.0,7.0,10,you are the one you make me feel like this
Actions - Devil's Words,Train,148.0,154.0,6.0,7,you are the one screaming you hypocrite
Actions - Devil's Words,Train,153.0,159.0,6.0,10,uh a missing puzzle piece come and fill me in
Actions - Devil's Words,Train,158.0,164.0,6.0,8,uh the devil's words has spoken to me
Actions - Devil's Words,Train,163.0,169.0,6.0,10,you are the one you make me feel like this
Actions - Devil's Words,Train,168.0,174.0,6.0,7,you are the one screaming you hypocrite
Actions - Devil's Words,Train,173.0,179.0,6.0,10,uh a missing puzzle piece come and fill me in
Actions - Devil's Words,Train,179.0,184.0,5.0,8,uh the devil's words has spoken to me
Actions - Devil's Words,Train,184.0,189.0,5.0,7,the devil's words has spoken to me
Actions - Devil's Words,Train,189.0,196.0,7.0,7,the devil's words has spoken to me
Angela Thomas Wade - Milk Cow Blues,Train,0.0,8.0,8.0,1,-
Angela Thomas Wade - Milk Cow Blues,Train,8.0,15.0,7.0,1,-
Angela Thomas Wade - Milk Cow Blues,Train,15.0,23.0,8.0,1,-
Angela Thomas Wade - Milk Cow Blues,Train,23.0,29.0,6.0,1,-
Angela Thomas Wade - Milk Cow Blues,Train,29.0,36.0,7.0,11,well i woke up this morning' looked out my door i
Angela Thomas Wade - Milk Cow Blues,Train,35.0,43.0,8.0,20,i could tell my milk cow i could tell by the way she lows if you see my milk cow
Angela Thomas Wade - Milk Cow Blues,Train,43.0,48.0,5.0,5,please drive her on home
Angela Thomas Wade - Milk Cow Blues,Train,48.0,58.0,10.0,13,cause i ain't had no milk and butter since that cow's been gone
Angela Thomas Wade - Milk Cow Blues,Train,58.0,62.0,4.0,8,oh well you've gotta treat me right baby
Angela Thomas Wade - Milk Cow Blues,Train,62.0,71.0,9.0,21,day by day get out your little prayer book get down upon your knees and pray cause you're gonna need me
Angela Thomas Wade - Milk Cow Blues,Train,71.0,77.0,6.0,6,you're gonna need my help someday
Angela Thomas Wade - Milk Cow Blues,Train,77.0,86.0,9.0,13,oh you're going to be one drain why you treated me this way
Angela Thomas Wade - Milk Cow Blues,Train,87.0,96.0,9.0,1,-
Angela Thomas Wade - Milk Cow Blues,Train,96.0,104.0,8.0,1,-
Angela Thomas Wade - Milk Cow Blues,Train,104.0,110.0,6.0,1,-
Angela Thomas Wade - Milk Cow Blues,Train,110.0,115.0,5.0,1,-
Angela Thomas Wade - Milk Cow Blues,Train,115.0,124.0,9.0,10,sail on sail on sail on little guy sail on
Angela Thomas Wade - Milk Cow Blues,Train,124.0,134.0,10.0,13,yeah yeah sail sail on sail on sail on little guy sail on
