Song,Start,End,Duration,Lyric,Prediction,Lyric_clean,Prediction_clean,WER,CER,Words
Night Panther - Fire,46.0,53.0,7.0,i let it burn me, I let it burn me,i let it burn me,i let it burn me,0.0,0.0,5
Night Panther - Fire,61.0,72.0,11.0,there's no boundaries for my heart and i know why know why," There's no boundaries for my heart, no light, no light, no light.",theres no boundaries for my heart and i know why know why,theres no boundaries for my heart no light no light no light,0.5,0.3157894736842105,12
Night Panther - Fire,72.0,79.0,7.0,it's so bitter but so sweet and i know why, It's so bitter but so sweet I know I,its so bitter but so sweet and i know why,its so bitter but so sweet i know i,0.2,0.17073170731707318,10
Night Panther - Fire,79.0,87.0,8.0,know why and i know there's a," No more, and I know there's a...",know why and i know theres a,no more and i know theres a,0.2857142857142857,0.21428571428571427,7
Night Panther - Fire,87.0,94.0,7.0,fire under my nose but when, Far on the miles But when,fire under my nose but when,far on the miles but when,0.6666666666666666,0.4444444444444444,6
Night Panther - Fire,94.0,105.0,11.0,you're near me i let it burn me, oldest,youre near me i let it burn me,oldest,1.0,0.9,8
Night Panther - Fire,148.0,159.0,11.0,you say you need me for you to go on i saw you meet somebody else it's time for me to move on, You're saying it made for you to go on So you'll meet somebody else this time for me tomorrow,you say you need me for you to go on i saw you meet somebody else its time for me to move on,youre saying it made for you to go on so youll meet somebody else this time for me tomorrow,0.5217391304347826,0.2826086956521739,23
Night Panther - Fire,159.0,170.0,11.0,you say you need me for you to go on i saw you meet somebody else it's time for me to move on you say," Say it means man, where'd you go on? So you'll meet somebody else, yes I'll meet someone else Say it...",you say you need me for you to go on i saw you meet somebody else its time for me to move on you say,say it means man whered you go on so youll meet somebody else yes ill meet someone else say it,0.72,0.49,25
Night Panther - Fire,169.0,179.0,10.0,you say you need me for you to go on i saw you meet somebody else it's time for me to move," Say you need me, for you to go on As long your beats are fairies, it's time for me to go",you say you need me for you to go on i saw you meet somebody else its time for me to move,say you need me for you to go on as long your beats are fairies its time for me to go,0.36363636363636365,0.3146067415730337,22
Night Panther - Fire,179.0,190.0,11.0,on you say you need me for you to go on i saw you meet somebody else it's time for me to move on," I'm saving them, they'll do all So you need somebody else, Mr. Melvin to love",on you say you need me for you to go on i saw you meet somebody else its time for me to move on,im saving them theyll do all so you need somebody else mr melvin to love,0.8333333333333334,0.5263157894736842,24
Night Panther - Fire,190.0,200.0,10.0,you say you need me for you to go on i saw you meet somebody else it's time for me to move," Say it again, You don't know all So you'll meet somebody else Meet somebody else",you say you need me for you to go on i saw you meet somebody else its time for me to move,say it again you dont know all so youll meet somebody else meet somebody else,0.7727272727272727,0.5393258426966292,22
Night Panther - Fire,200.0,205.0,5.0,you say you need me for you to go on," Say anything, feel it to go on",you say you need me for you to go on,say anything feel it to go on,0.6,0.5555555555555556,10
Night Panther - Fire,205.0,212.0,7.0,i saw you meet somebody else it's time for me to move on, I saw you meet somebody else It's time for me to move on,i saw you meet somebody else its time for me to move on,i saw you meet somebody else its time for me to move on,0.0,0.0,13
North To Alaska - All The Same,13.0,20.0,7.0,when the fire burns out and my hands feel numb, When the fire burns out and my hands will numb,when the fire burns out and my hands feel numb,when the fire burns out and my hands will numb,0.1,0.06521739130434782,10
North To Alaska - All The Same,20.0,26.0,6.0,cause of sense of space and time we're all still young, Cause a sense of space and time We're all still young,cause of sense of space and time were all still young,cause a sense of space and time were all still young,0.09090909090909091,0.03773584905660377,11
North To Alaska - All The Same,26.0,34.0,8.0,we level up the silence it's not as hard as it sounds," You level out the silence, it's not as hard as it sounds",we level up the silence its not as hard as it sounds,you level out the silence its not as hard as it sounds,0.16666666666666666,0.09615384615384616,12
North To Alaska - All The Same,34.0,40.0,6.0,a picture perfect family yeah doubt is never around, a 핑-A что за,a picture perfect family yeah doubt is never around,a 핑a что за,0.8888888888888888,0.9019607843137255,9
North To Alaska - All The Same,40.0,46.0,6.0,a doubt is never around, It's never right,a doubt is never around,its never right,0.8,0.5652173913043478,5
North To Alaska - All The Same,57.0,66.0,9.0,i stand my ground i'll take a bell if the years stand still won't put me in my place, I stand my ground I'll take it down You're standing still in the wall For the end is my place,i stand my ground ill take a bell if the years stand still wont put me in my place,i stand my ground ill take it down youre standing still in the wall for the end is my place,0.631578947368421,0.4634146341463415,19
North To Alaska - All The Same,66.0,73.0,7.0,did you really think a change of pace would change this face or change this place, Did you really think it'd change our taste? Would change this taste? Or take this place?,did you really think a change of pace would change this face or change this place,did you really think itd change our taste would change this taste or take this place,0.3125,0.18518518518518517,16
North To Alaska - All The Same,98.0,106.0,8.0,when the water runs dry and i see your face, And I'll see your face,when the water runs dry and i see your face,and ill see your face,0.6,0.5813953488372093,10
North To Alaska - All The Same,106.0,113.0,7.0,your burns cover the smirk no one saw was so out of place," It burns copper, the smirk I once saw was self out of place",your burns cover the smirk no one saw was so out of place,it burns copper the smirk i once saw was self out of place,0.38461538461538464,0.21052631578947367,13
North To Alaska - All The Same,113.0,119.0,6.0,i mask the smell of smoke eye i cover up my ears," I'm master smell of smoke, I'm a trouble of my ears",i mask the smell of smoke eye i cover up my ears,im master smell of smoke im a trouble of my ears,0.5833333333333334,0.3541666666666667,12
North To Alaska - All The Same,119.0,127.0,8.0,to only hear my breathing i wanna hear my breathing, She won't hear my breathing I don't wanna hear my breathing,to only hear my breathing i wanna hear my breathing,she wont hear my breathing i dont wanna hear my breathing,0.3,0.21568627450980393,10
North To Alaska - All The Same,143.0,147.0,4.0,i stand my ground i'll take a bell if, I stand my ground I'll take it back,i stand my ground ill take a bell if,i stand my ground ill take it back,0.3333333333333333,0.2222222222222222,9
North To Alaska - All The Same,147.0,158.0,11.0,the years stand still won't put me in my place did you really think a change of pace would change this face or change this place," You're still still a wolf, but you can't find the place Did you really take a change of pace? Or change this place? Or take this place?",the years stand still wont put me in my place did you really think a change of pace would change this face or change this place,youre still still a wolf but you cant find the place did you really take a change of pace or change this place or take this place,0.5384615384615384,0.33070866141732286,26
North To Alaska - All The Same,177.0,184.0,7.0,you never change yeah you just stay the same, It ain't like a chain of e.g. Is dat Ass saying.,you never change yeah you just stay the same,it aint like a chain of eg is dat ass saying,1.2222222222222223,0.7954545454545454,9
North To Alaska - All The Same,184.0,190.0,6.0,you never change yeah you just stay," I'm not a change, I'm a change, I'm a step",you never change yeah you just stay,im not a change im a change im a step,1.2857142857142858,0.6285714285714286,7
North To Alaska - All The Same,190.0,197.0,7.0,you never change cause you never try," Never change, never try",you never change cause you never try,never change never try,0.42857142857142855,0.3888888888888889,7
North To Alaska - All The Same,197.0,205.0,8.0,but that's alright just stay away from me," But that's alright, just stay away from me",but thats alright just stay away from me,but thats alright just stay away from me,0.0,0.0,8
North To Alaska - All The Same,207.0,214.0,7.0,you're all the same to me, You are the same to me,youre all the same to me,you are the same to me,0.3333333333333333,0.16666666666666666,6
North To Alaska - All The Same,214.0,221.0,7.0,you're all the same you're all the same," I'm a saint, I'm a saint",youre all the same youre all the same,im a saint im a saint,1.0,0.7567567567567568,8
North To Alaska - All The Same,221.0,228.0,7.0,you're all the same to me, If you're almost sad to me,youre all the same to me,if youre almost sad to me,0.6666666666666666,0.4166666666666667,6
