Song,Split,Start,End,Duration,Words,Lyric,has_lyrics
Port St Willow - Stay Even,Train,170.0,178.0,8.0,5,roll over and crawl home,True
Port St Willow - Stay Even,Train,178.0,186.0,8.0,12,and i swallow it down if you say is what i need,True
Port St Willow - Stay Even,Train,186.0,195.0,9.0,8,and i'm not calm oh oh you're alight,True
Port St Willow - Stay Even,Train,195.0,205.0,10.0,9,and it ain't easy say yes or say no,True
Port St Willow - Stay Even,Train,209.0,216.0,7.0,1,-,False
Port St Willow - Stay Even,Train,216.0,225.0,9.0,1,-,False
Port St Willow - Stay Even,Train,225.0,231.0,6.0,1,oh,True
Port St Willow - Stay Even,Train,231.0,237.0,6.0,1,oh,True
Port St Willow - Stay Even,Train,237.0,243.0,6.0,1,oh,True
Port St Willow - Stay Even,Train,243.0,249.0,6.0,1,oh,True
Port St Willow - Stay Even,Train,249.0,255.0,6.0,1,oh,True
Port St Willow - Stay Even,Train,255.0,261.0,6.0,1,oh,True
Port St Willow - Stay Even,Train,261.0,268.0,7.0,1,oh,True
Port St Willow - Stay Even,Train,268.0,274.0,6.0,1,oh,True
Port St Willow - Stay Even,Train,274.0,280.0,6.0,1,oh,True
Port St Willow - Stay Even,Train,280.0,291.0,11.0,2,oh oh,True
Port St Willow - Stay Even,Train,292.0,299.0,7.0,1,oh,True
Port St Willow - Stay Even,Train,299.0,304.0,5.0,1,oh,True
Drumtracks - Ghost Bitch,Train,0.0,10.0,10.0,1,-,False
Drumtracks - Ghost Bitch,Train,10.0,16.0,6.0,1,-,False
Drumtracks - Ghost Bitch,Train,16.0,23.0,7.0,1,-,False
Drumtracks - Ghost Bitch,Train,23.0,30.0,7.0,1,uh,True
Drumtracks - Ghost Bitch,Train,29.0,35.0,6.0,1,uh,True
Drumtracks - Ghost Bitch,Train,35.0,42.0,7.0,1,uh,True
Drumtracks - Ghost Bitch,Train,42.0,48.0,6.0,1,uh,True
Drumtracks - Ghost Bitch,Train,47.0,53.0,6.0,8,did you hear it's rambling next to me,True
Drumtracks - Ghost Bitch,Train,53.0,60.0,7.0,9,slowly and viscous it flows along your custardy at,True
Drumtracks - Ghost Bitch,Train,59.0,65.0,6.0,9,at night it becomes visible strange matter flying around,True
Drumtracks - Ghost Bitch,Train,65.0,71.0,6.0,10,feel the touch over ten feel its cold and sorrow,True
Drumtracks - Ghost Bitch,Train,71.0,80.0,9.0,4,everyone else tries to,True
Drumtracks - Ghost Bitch,Train,79.0,84.0,5.0,3,to take care,True
Drumtracks - Ghost Bitch,Train,83.0,92.0,9.0,4,everyone else tries to,True
Drumtracks - Ghost Bitch,Train,91.0,102.0,11.0,13,to take care it's a ghost like a witch eaten up our hate,True
Drumtracks - Ghost Bitch,Train,101.0,111.0,10.0,14,can't defy its faith it's a ghost bitch it's a ghost like a witch,True
Drumtracks - Ghost Bitch,Train,110.0,121.0,11.0,12,eaten up our hate can't defy its faith it's a ghost bitch,True
Drumtracks - Ghost Bitch,Train,120.0,125.0,5.0,4,all what we fear,True
Drumtracks - Ghost Bitch,Train,125.0,132.0,7.0,7,my stomach turned to ice it's a,True
Drumtracks - Ghost Bitch,Train,131.0,138.0,7.0,5,it's ice staving in disbelieve,True
Drumtracks - Ghost Bitch,Train,138.0,144.0,6.0,5,caught up in all eternity,True
Drumtracks - Ghost Bitch,Train,143.0,149.0,6.0,4,all what we fear,True
Drumtracks - Ghost Bitch,Train,149.0,156.0,7.0,7,my stomach turned to ice it's a,True
Drumtracks - Ghost Bitch,Train,155.0,163.0,8.0,5,it's ice staving in disbelieve,True
Drumtracks - Ghost Bitch,Train,164.0,173.0,9.0,9,we're sliding into silence haven't i hasn't anyone seen,True
Drumtracks - Ghost Bitch,Train,173.0,179.0,6.0,12,the way she walks how she looks how she talks to me,True
Drumtracks - Ghost Bitch,Train,179.0,185.0,6.0,8,every night the born its light keeps shining,True
Drumtracks - Ghost Bitch,Train,185.0,191.0,6.0,9,suddenly she stands in front of them behind me,True
Drumtracks - Ghost Bitch,Train,191.0,200.0,9.0,4,everyone else tries to,True
Drumtracks - Ghost Bitch,Train,199.0,204.0,5.0,3,to take care,True
Drumtracks - Ghost Bitch,Train,203.0,210.0,7.0,2,everyone else,True
Drumtracks - Ghost Bitch,Train,209.0,215.0,6.0,4,tries to take care,True
Drumtracks - Ghost Bitch,Train,215.0,222.0,7.0,10,she's a ghost like a witch eaten up our hate,True
Drumtracks - Ghost Bitch,Train,221.0,227.0,6.0,8,can't defy her fail she's a ghost bitch,True
Drumtracks - Ghost Bitch,Train,227.0,234.0,7.0,10,she's a ghost like a witch eaten up our hate,True
Drumtracks - Ghost Bitch,Train,233.0,241.0,8.0,8,can't defy her faith she's a ghost bitch,True
Drumtracks - Ghost Bitch,Train,240.0,245.0,5.0,4,oh while we fear,True
Drumtracks - Ghost Bitch,Train,245.0,252.0,7.0,7,my stomach turned to ice it's a,True
Drumtracks - Ghost Bitch,Train,251.0,258.0,7.0,5,it's ice staving in disbelieve,True
Drumtracks - Ghost Bitch,Train,258.0,264.0,6.0,5,caught up in all eternity,True
Drumtracks - Ghost Bitch,Train,263.0,269.0,6.0,4,oh while we fear,True
Drumtracks - Ghost Bitch,Train,268.0,276.0,8.0,7,my stomach turned to ice it's a,True
Drumtracks - Ghost Bitch,Train,275.0,283.0,8.0,5,it's ice staving in disbelieve,True
Drumtracks - Ghost Bitch,Train,283.0,288.0,5.0,4,we're sliding into silence,True
Drumtracks - Ghost Bitch,Train,288.0,294.0,6.0,4,oh while we fear,True
Drumtracks - Ghost Bitch,Train,294.0,300.0,6.0,5,my stomach turned to ice,True
Drumtracks - Ghost Bitch,Train,300.0,307.0,7.0,5,it's ice staving in disbelieve,True
Drumtracks - Ghost Bitch,Train,306.0,312.0,6.0,5,caught up in all eternity,True
Drumtracks - Ghost Bitch,Train,311.0,318.0,7.0,4,oh while we fear,True
Drumtracks - Ghost Bitch,Train,317.0,325.0,8.0,7,my stomach turned to ice it's i,True
Drumtracks - Ghost Bitch,Train,324.0,332.0,8.0,5,it's ice staving in disbelieve,True
Drumtracks - Ghost Bitch,Train,332.0,339.0,7.0,4,we're sliding into silence,True
Drumtracks - Ghost Bitch,Train,339.0,349.0,10.0,1,-,False
The Sunshine Garcia Band - For I Am The Moon,Test,0.0,10.0,10.0,1,-,False
The Sunshine Garcia Band - For I Am The Moon,Test,10.0,17.0,7.0,1,-,False
The Sunshine Garcia Band - For I Am The Moon,Test,35.0,43.0,8.0,6,rolling along the ice of faith,True
The Sunshine Garcia Band - For I Am The Moon,Test,42.0,50.0,8.0,6,for continuous thoughts i can escape,True
The Sunshine Garcia Band - For I Am The Moon,Test,120.0,126.0,6.0,8,could this be love bob sings in my,True
The Sunshine Garcia Band - For I Am The Moon,Test,155.0,163.0,8.0,2,riding high,True
The Sunshine Garcia Band - For I Am The Moon,Test,163.0,171.0,8.0,2,oh high,True
The Sunshine Garcia Band - For I Am The Moon,Test,171.0,182.0,11.0,10,could this be love he whispers in my ear oh,True
The Sunshine Garcia Band - For I Am The Moon,Test,182.0,189.0,7.0,1,oh,True
The Sunshine Garcia Band - For I Am The Moon,Test,189.0,196.0,7.0,7,oh rolling along the ice of faith,True
The Sunshine Garcia Band - For I Am The Moon,Test,281.0,290.0,9.0,3,ah yeah riding,True
The Sunshine Garcia Band - For I Am The Moon,Test,290.0,299.0,9.0,2,high uh,True
The Sunshine Garcia Band - For I Am The Moon,Test,299.0,306.0,7.0,1,-,False
The Sunshine Garcia Band - For I Am The Moon,Test,306.0,314.0,8.0,1,-,False
Angels In Amplifiers - I'm Alright,Test,0.0,10.0,10.0,1,-,False
Angels In Amplifiers - I'm Alright,Test,10.0,16.0,6.0,1,-,False
Angels In Amplifiers - I'm Alright,Test,16.0,24.0,8.0,17,i know the seasons wrap for change it's changing all around i know the reasons you've arranged,True
Angels In Amplifiers - I'm Alright,Test,24.0,30.0,6.0,10,a take'em at all where is the peacefulness of mind,True
Angels In Amplifiers - I'm Alright,Test,30.0,35.0,5.0,8,where will my heart come back to life,True
Angels In Amplifiers - I'm Alright,Test,35.0,43.0,8.0,15,i'm alright as i pick up the pieces that are left to me i'm alright,True
Angels In Amplifiers - I'm Alright,Test,43.0,48.0,5.0,8,being away from you and i'll be fine,True
Angels In Amplifiers - I'm Alright,Test,48.0,57.0,9.0,21,cleaning up the corner putting back in order but know i will always have this two of little piece of you,True
Angels In Amplifiers - I'm Alright,Test,57.0,66.0,9.0,1,-,False
Angels In Amplifiers - I'm Alright,Test,66.0,74.0,8.0,18,how could we let this slip away slipping through my hands how can the darkness blind the day,True
Angels In Amplifiers - I'm Alright,Test,74.0,80.0,6.0,11,bring back a light where is the pleasure in the pain,True
Angels In Amplifiers - I'm Alright,Test,80.0,85.0,5.0,7,where is my shelter in the rain,True
Angels In Amplifiers - I'm Alright,Test,85.0,93.0,8.0,16,well i'm alright as i pick up the pieces that are left to me i'm alright,True
Angels In Amplifiers - I'm Alright,Test,93.0,98.0,5.0,8,being away from you and i'll be fine,True
Angels In Amplifiers - I'm Alright,Test,98.0,107.0,9.0,22,cleaning up the corner put it back in order but know i will always have this two of little piece of you,True
Angels In Amplifiers - I'm Alright,Test,107.0,116.0,9.0,1,-,False
Angels In Amplifiers - I'm Alright,Test,116.0,126.0,10.0,26,help me dry all my tears and help me allay all my fears and help me i think i am falling does anybody hear me callin',True
Angels In Amplifiers - I'm Alright,Test,126.0,134.0,8.0,21,help me dry all my tears and help me allay all my fears and help me i think i am fallin',True
Angels In Amplifiers - I'm Alright,Test,134.0,138.0,4.0,7,does anybody hear me calling i'm alright,True
Angels In Amplifiers - I'm Alright,Test,138.0,143.0,5.0,13,as i pick up the pieces that are left to me i'm alright,True
Angels In Amplifiers - I'm Alright,Test,143.0,148.0,5.0,8,being away from you and i'll be fine,True
Angels In Amplifiers - I'm Alright,Test,148.0,156.0,8.0,19,cleaning up the corner put it back in order but know i will always have this two oh yeah,True
Angels In Amplifiers - I'm Alright,Test,156.0,163.0,7.0,13,i'm alright as i pick up the that are left to  i'm alright,True
Angels In Amplifiers - I'm Alright,Test,163.0,171.0,8.0,17,being away from you and i'll be fine cleaning up the corner putting it back in order,True
Angels In Amplifiers - I'm Alright,Test,171.0,177.0,6.0,13,but know i will always have these two a little piece of you,True
Cristina Vane - So Easy,Test,0.0,10.0,10.0,1,-,False
Cristina Vane - So Easy,Test,10.0,16.0,6.0,1,-,False
Cristina Vane - So Easy,Test,16.0,23.0,7.0,1,-,False
Cristina Vane - So Easy,Test,23.0,32.0,9.0,1,-,False
Cristina Vane - So Easy,Test,32.0,37.0,5.0,8,you know you're not at all to blame,True
Cristina Vane - So Easy,Test,37.0,41.0,4.0,8,i was the one that played your game,True
Cristina Vane - So Easy,Test,41.0,49.0,8.0,13,cause it was so easy to make me believe you're worth my time,True
Cristina Vane - So Easy,Test,49.0,56.0,7.0,7,don't call me babe cause i'm gone,True
Cristina Vane - So Easy,Test,56.0,61.0,5.0,8,you can make right what you did wrong,True
Cristina Vane - So Easy,Test,60.0,68.0,8.0,14,and if it's that easy just get up and leave the way you do,True
Cristina Vane - So Easy,Test,68.0,74.0,6.0,4,and all this time,True
Cristina Vane - So Easy,Test,74.0,79.0,5.0,7,wasted on you i'll start on new,True
Cristina Vane - So Easy,Test,79.0,89.0,10.0,12,it blows my mind to think i do those things for you,True
Cristina Vane - So Easy,Test,89.0,93.0,4.0,3,but this time,True
Cristina Vane - So Easy,Test,93.0,100.0,7.0,11,it's easy to leave when it's you that i leave behind,True
Cristina Vane - So Easy,Test,100.0,107.0,7.0,1,-,False
Cristina Vane - So Easy,Test,107.0,112.0,5.0,7,there's really not that much to say,True
Cristina Vane - So Easy,Test,112.0,117.0,5.0,9,i'm just glad to be out on my way,True
Cristina Vane - So Easy,Test,117.0,124.0,7.0,12,cause you were consuming me like i couldn't do better than you,True
Cristina Vane - So Easy,Test,124.0,131.0,7.0,5,i'm gonna watch you disappear,True
Cristina Vane - So Easy,Test,131.0,136.0,5.0,9,the blur that i once felt is so clear,True
Cristina Vane - So Easy,Test,136.0,143.0,7.0,13,cause it's just that easy to get up and leave because it's you,True
Cristina Vane - So Easy,Test,143.0,149.0,6.0,4,and all this time,True
Cristina Vane - So Easy,Test,149.0,154.0,5.0,7,wasted on you i'll start on new,True
Cristina Vane - So Easy,Test,154.0,161.0,7.0,8,it blows my mind to think i do,True
Cristina Vane - So Easy,Test,161.0,168.0,7.0,7,those things for you but this time,True
Cristina Vane - So Easy,Test,168.0,178.0,10.0,8,so i kept hoping you'd open your arms,True
Cristina Vane - So Easy,Test,178.0,187.0,9.0,9,the truth is you're nothing you only caused harm,True
Cristina Vane - So Easy,Test,187.0,192.0,5.0,4,and it's your fault,True
Cristina Vane - So Easy,Test,192.0,201.0,9.0,11,and all this time wasted on you i'll start on new,True
Cristina Vane - So Easy,Test,201.0,208.0,7.0,8,it blows my mind to think i do,True
Cristina Vane - So Easy,Test,208.0,219.0,11.0,11,those things for you but this time it's easy to leave,True
Cristina Vane - So Easy,Test,219.0,227.0,8.0,7,and all this time wasted on you,True
Cristina Vane - So Easy,Test,227.0,234.0,7.0,8,i'll start on new it blows my mind,True
Cristina Vane - So Easy,Test,234.0,242.0,8.0,10,to think i do those things for you but this,True
Cristina Vane - So Easy,Test,242.0,249.0,7.0,5,time it's easy to leave,True
Little Chicago's Finest - My Own,Test,0.0,9.0,9.0,1,-,False
Little Chicago's Finest - My Own,Test,9.0,14.0,5.0,16,whenever you decide to run from me you run make sure you're far gone you gone,True
Little Chicago's Finest - My Own,Test,14.0,23.0,9.0,37,just know you ain't gonna take none for me take none cause i'm good on my own my own cause all them things you didn't done to me you done have only made me strong me strong,True
Little Chicago's Finest - My Own,Test,23.0,28.0,5.0,19,this life they get just one from me just one so i ma live it long long my own,True
Little Chicago's Finest - My Own,Test,28.0,34.0,6.0,19,on my own my own so i ma live it long long my own on my own my own,True
Little Chicago's Finest - My Own,Test,34.0,40.0,6.0,20,so i ma live it long long my own on my own my own so i ma live it long,True
Little Chicago's Finest - My Own,Test,40.0,48.0,8.0,25,i thought we was fit for business what's hot with you blowing kisses it's not really real it seems the truth is not in these,True
Little Chicago's Finest - My Own,Test,48.0,57.0,9.0,23,bitches you find yourself building bridges they fall just like heydy hiddom you feel like a heydy victim it's crazy the way we,True
Little Chicago's Finest - My Own,Test,57.0,66.0,9.0,45,give in i know the time and the time is now there was time for me and her but the time ain't now remember all the times that i ran my mouth told that girl i'm going to make it and she laughed like how,True
Little Chicago's Finest - My Own,Test,66.0,76.0,10.0,36,then i really started to figure it out really thought i was living now i'm living without her now i feel like the greatest down to earth and i knew the end was coming my calendar,True
Little Chicago's Finest - My Own,Test,76.0,83.0,7.0,27,whenever you decide to run from me you run make sure you're far gone you gone just know you ain't gonna take none for me take none,True
Little Chicago's Finest - My Own,Test,83.0,92.0,9.0,35,cause i'm good on my own my own cause all them things you didn't done to me you done have only made me strong this life they get just one from me just one so,True
Little Chicago's Finest - My Own,Test,92.0,99.0,7.0,22,i ma live it long long my own on my own my own so i ma live it long long my own,True
Little Chicago's Finest - My Own,Test,99.0,105.0,6.0,19,on my own my own so i ma live it long long my own on my own my oh,True
Little Chicago's Finest - My Own,Test,105.0,112.0,7.0,35,so i ma live it lo me and you girl could have been the perfect fit but you had to do your best put on a flipping trick now it's on to the next one,True
Little Chicago's Finest - My Own,Test,112.0,120.0,8.0,41,just another hit i might never get enough so you know i never quit trying to bring me down but i climb to the top had my head a little mix and i will feel set it off from a break,True
Little Chicago's Finest - My Own,Test,120.0,124.0,4.0,20,through these barriers just to make it on my own show you what i'm on every night to the morn,True
Little Chicago's Finest - My Own,Test,124.0,134.0,10.0,44,we had it on lock girl it's such a tragedy we hit it off hard it turned to a catastrophe watch you walk off just to claim another casualty i knocked the dirt off while i'm moving on casually what doesn't take me out,True
Little Chicago's Finest - My Own,Test,134.0,143.0,9.0,37,only make you stronger face it piece by piece tell us out like the morner yeah you might have tick a chip above my shoulder but i promise on my key band gonna tell us over cause,True
Little Chicago's Finest - My Own,Test,143.0,151.0,8.0,32,whenever you decide to run from me you run make sure you're far gone you gone just know you ain't gonna take none for me take none cause i'm good on my,True
Little Chicago's Finest - My Own,Test,151.0,160.0,9.0,37,own my own cause all them things you didn't done to me you done have only made me strong me strong this life they get just one from me just one so i ma live it long,True
